Region,Year,Gender,ICD-10_Cause,ICD-10_Code,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year
Census Region 1: Northeast,1999.0,Male,Malignant neoplasm of breast (C50),GR113-029,,,,,,,,,3.3,,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasm of esophagus (C15),GR113-021,,,,1.1,7.0,,19.4,39.6,45.6,50.8,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasm of larynx (C32),GR113-026,,,,,2.1,,7.1,12.5,16.9,17.8,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasm of pancreas (C25),GR113-025,,,,1.5,9.1,,24.9,57.3,87.7,118.2,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasm of prostate (C61),GR113-033,,,,,2.3,,16.7,89.4,266.0,706.6,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasm of stomach (C16),GR113-022,,,,1.4,3.9,,13.5,29.0,52.8,91.2,
Census Region 1: Northeast,1999.0,Male,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,0.8,2.8,11.6,,40.7,107.9,210.4,365.6,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,1.2,3.6,,11.4,22.2,34.8,51.2,
Census Region 1: Northeast,1999.0,Male,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,0.6,4.6,,10.3,15.9,19.6,24.2,
Census Region 1: Northeast,1999.0,Male,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,1.3,6.6,,13.7,27.7,37.9,36.5,
Census Region 1: Northeast,1999.0,Male,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,,2.4,3.2,5.3,13.7,0.9,37.3,95.8,187.4,273.6,
Census Region 1: Northeast,1999.0,Male,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,0.6,1.3,3.0,5.4,0.7,11.5,19.7,23.8,17.8,
Census Region 1: Northeast,1999.0,Male,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.7,6.8,36.3,,142.8,349.7,489.0,511.5,
Census Region 1: Northeast,1999.0,Male,Malnutrition (E40-E46),GR113-048,,,,,,,,1.7,6.7,33.3,
Census Region 1: Northeast,1999.0,Male,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,1.8,26.1,16.7,12.9,10.9,3.1,11.2,16.9,29.8,44.4,
Census Region 1: Northeast,1999.0,Male,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,0.5,2.1,,7.6,17.2,38.2,48.8,
Census Region 1: Northeast,1999.0,Male,Non-Hodgkin lymphoma (C82-C85),GR113-039,,0.7,1.1,2.3,6.4,,15.6,38.2,75.8,103.9,
Census Region 1: Northeast,1999.0,Male,"Nontransport accidents (W00-X59,Y86)",GR113-117,5.3,10.9,18.2,25.5,24.2,2.7,19.4,29.7,87.8,285.1,9.5
Census Region 1: Northeast,1999.0,Male,Other acute ischemic heart diseases (I24),GR113-060,,,,,0.6,,1.4,3.8,7.8,16.7,
Census Region 1: Northeast,1999.0,Male,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,2.3,3.8,4.6,3.3,,1.6,,,,
Census Region 1: Northeast,1999.0,Male,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,,,1.4,2.1,,3.7,9.7,17.8,30.5,
Census Region 1: Northeast,1999.0,Male,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,1.7,2.1,2.8,3.7,6.0,0.9,7.1,12.8,42.3,149.9,6.5
Census Region 1: Northeast,1999.0,Male,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,,3.0,10.5,,14.8,26.8,32.7,34.9,
Census Region 1: Northeast,1999.0,Male,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,0.6,4.6,,32.6,136.4,372.9,806.2,
Census Region 1: Northeast,1999.0,Male,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,,0.9,,3.1,11.1,31.1,74.5,
Census Region 1: Northeast,1999.0,Male,Other diseases of circulatory system (I71-I78),GR113-072,,,0.5,1.4,3.2,,10.8,41.5,99.8,200.6,
Census Region 1: Northeast,1999.0,Male,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,,,0.6,1.8,3.3,,9.2,35.2,90.6,183.6,7.7
Census Region 1: Northeast,1999.0,Male,Other disorders of circulatory system (I80-I99),GR113-075,,,,0.8,1.2,,1.5,4.4,8.4,17.8,
Census Region 1: Northeast,1999.0,Male,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,1.8,14.8,57.0,,167.7,470.1,1260.7,3794.8,
Census Region 1: Northeast,1999.0,Male,Other heart diseases (I26-I51),GR113-064,1.4,2.4,4.9,11.4,25.8,0.7,65.1,168.4,463.4,1544.9,11.5
Census Region 1: Northeast,1999.0,Male,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,1.0,0.9,0.9,1.2,,1.2,1.3,,,
Census Region 1: Northeast,1999.0,Male,Pneumonia (J12-J18),GR113-078,,,0.9,2.4,6.2,,13.3,53.3,208.9,943.4,7.7
Census Region 1: Northeast,1999.0,Male,Renal failure (N17-N19),GR113-100,,,0.8,1.8,4.2,,14.1,49.1,152.7,417.9,
Census Region 1: Northeast,1999.0,Male,Respiratory tuberculosis (A16),GR113-005,,,,,,,,,2.1,,
Census Region 1: Northeast,1999.0,Male,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,1.7,3.0,5.0,8.6,10.3,0.6,10.9,17.8,31.9,103.5,73.7
Census Region 1: Northeast,1999.0,Male,"Transport accidents (V01-V99,Y85)",GR113-113,2.1,27.7,18.2,14.4,13.1,3.6,13.7,19.3,32.1,47.2,
Census Region 1: Northeast,1999.0,Male,"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)",GR113-116,,0.6,0.7,0.6,0.9,,1.2,,,,
Census Region 1: Northeast,2000.0,Female,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,5.5,11.8,9.3,12.8,11.5,3.0,14.6,25.0,66.3,204.0,7.4
Census Region 1: Northeast,2000.0,Female,#Acute bronchitis and bronchiolitis (J20-J21),GR113-080,,,,,,,,,,3.4,
Census Region 1: Northeast,2000.0,Female,#Alzheimer disease (G30),GR113-052,,,,,,,2.2,14.4,108.2,578.2,
Census Region 1: Northeast,2000.0,Female,#Anemias (D50-D64),GR113-045,,,,0.5,0.7,,1.0,2.8,9.9,46.9,
Census Region 1: Northeast,2000.0,Female,#Aortic aneurysm and dissection (I71),GR113-073,,,,,0.9,,2.5,12.0,34.5,65.3,
Census Region 1: Northeast,2000.0,Female,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,,2.6,2.6,2.4,1.6,,0.8,1.0,1.3,,8.7
Census Region 1: Northeast,2000.0,Female,#Atherosclerosis (I70),GR113-071,,,,,,,1.1,3.9,22.6,153.7,
Census Region 1: Northeast,2000.0,Female,#Cerebrovascular diseases (I60-I69),GR113-070,,,1.3,4.9,11.6,,27.5,90.6,359.9,1345.5,
Census Region 1: Northeast,2000.0,Female,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,,,,,,,,,,,315.3
Census Region 1: Northeast,2000.0,Female,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,,,,1.3,5.4,19.5,
Census Region 1: Northeast,2000.0,Female,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,0.7,3.2,6.3,,11.4,19.4,24.9,20.6,
Census Region 1: Northeast,2000.0,Female,#Chronic lower respiratory diseases (J40-J47),GR113-082,,,0.6,1.8,7.2,,33.5,122.9,291.3,508.7,
Census Region 1: Northeast,2000.0,Female,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,,,0.6,,1.4,3.1,6.1,12.1,
Census Region 1: Northeast,2000.0,Female,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,2.4,,1.0,0.7,1.4,1.0,2.2,2.2,3.6,4.7,116.6
Census Region 1: Northeast,2000.0,Female,#Diabetes mellitus (E10-E14),GR113-046,,,1.0,2.9,9.2,,28.6,72.9,151.5,291.1,
Census Region 1: Northeast,2000.0,Female,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,,1.7,5.0,13.9,42.1,,149.0,473.6,1560.3,6236.2,11.7
Census Region 1: Northeast,2000.0,Female,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,,,,1.1,3.5,10.2,
Census Region 1: Northeast,2000.0,Female,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,,0.5,1.7,,4.7,13.5,41.5,151.2,
Census Region 1: Northeast,2000.0,Female,#Hernia (K40-K46),GR113-092,,,,,,,,,3.1,12.2,
Census Region 1: Northeast,2000.0,Female,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,0.7,5.6,12.3,9.4,,3.4,,,,
Census Region 1: Northeast,2000.0,Female,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR113-044,,,,1.0,2.0,,4.6,10.6,32.8,82.8,
Census Region 1: Northeast,2000.0,Female,#Influenza and pneumonia (J09-J18),GR113-076,,,0.8,1.7,3.1,,10.5,31.3,130.5,689.4,
Census Region 1: Northeast,2000.0,Female,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,,2.2,3.0,4.8,4.7,,3.4,2.4,2.9,,
Census Region 1: Northeast,2000.0,Female,#Malignant neoplasms (C00-C97),GR113-019,2.2,3.5,10.2,37.1,126.6,2.5,327.0,674.1,1109.0,1539.5,
Census Region 1: Northeast,2000.0,Female,"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",GR113-097,,,0.6,1.5,3.1,,11.6,36.3,94.4,255.1,
Census Region 1: Northeast,2000.0,Female,#Nutritional deficiencies (E40-E64),GR113-047,,,,,,,,1.8,7.5,34.8,
Census Region 1: Northeast,2000.0,Female,#Parkinson disease (G20-G21),GR113-051,,,,,,,,6.1,35.1,85.3,
Census Region 1: Northeast,2000.0,Female,#Peptic ulcer (K25-K28),GR113-090,,,,,,,0.9,2.9,9.6,30.7,
Census Region 1: Northeast,2000.0,Female,#Pneumonitis due to solids and liquids (J69),GR113-088,,,,,0.7,,2.4,7.3,31.7,156.2,
Census Region 1: Northeast,2000.0,Female,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,,,0.7,0.5,,,,,,,
Census Region 1: Northeast,2000.0,Female,#Septicemia (A40-A41),GR113-010,,,0.5,2.0,4.3,,12.5,35.8,92.5,282.8,
Census Region 1: Northeast,2000.0,Female,#Viral hepatitis (B15-B19),GR113-015,,,,0.8,2.0,,2.5,3.5,4.0,4.0,
Census Region 1: Northeast,2000.0,Female,"Accidental exposure to smoke, fire and flames (X00-X09)",GR113-121,,,,0.5,0.8,,1.0,1.7,2.8,3.7,
Census Region 1: Northeast,2000.0,Female,Accidental poisoning and exposure to noxious substances (X40-X49),GR113-122,,1.4,3.0,5.8,3.2,,1.4,,1.5,3.5,
Census Region 1: Northeast,2000.0,Female,Acute and subacute endocarditis (I33),GR113-065,,,,,,,,,1.9,,
Census Region 1: Northeast,2000.0,Female,Acute myocardial infarction (I21-I22),GR113-059,,,,2.5,11.5,,45.5,137.0,399.9,1266.2,
Census Region 1: Northeast,2000.0,Female,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),GR113-055,,,,,0.9,,2.0,5.7,12.5,19.6,
Census Region 1: Northeast,2000.0,Female,Alcoholic liver disease (K70),GR113-094,,,,1.9,3.0,,4.0,3.0,1.9,,
Census Region 1: Northeast,2000.0,Female,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,,0.9,1.4,4.0,13.2,0.8,33.8,78.4,143.1,233.0,
Census Region 1: Northeast,2000.0,Female,All other diseases (Residual) ,GR113-111,3.4,3.5,5.5,13.1,26.0,1.7,48.9,113.1,346.8,1392.9,24.7
Census Region 1: Northeast,2000.0,Female,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,0.6,2.4,9.3,,43.0,168.2,626.6,2786.2,
Census Region 1: Northeast,2000.0,Female,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,,1.3,2.9,5.7,10.5,,27.0,73.4,226.7,805.2,10.2
Census Region 1: Northeast,2000.0,Female,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,1.1,1.0,1.0,,,,,,,
Census Region 1: Northeast,2000.0,Female,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,,1.4,1.6,1.4,1.1,,,,,,8.3
Census Region 1: Northeast,2000.0,Female,Asthma (J45-J46),GR113-085,,,,1.0,2.5,,2.6,3.5,6.4,13.9,
Census Region 1: Northeast,2000.0,Female,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,,1.2,5.2,,17.7,45.9,129.1,510.4,
Census Region 1: Northeast,2000.0,Female,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,,1.9,9.1,
Census Region 1: Northeast,2000.0,Female,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,,,,1.4,3.8,12.4,
Census Region 1: Northeast,2000.0,Female,Emphysema (J43),GR113-084,,,,,0.7,,5.4,19.4,38.7,47.3,
Census Region 1: Northeast,2000.0,Female,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,0.6,1.3,1.9,1.3,,,,,,
Census Region 1: Northeast,2000.0,Female,Falls (W00-W19),GR113-118,,,,,0.9,,2.2,6.2,22.2,73.4,
Census Region 1: Northeast,2000.0,Female,Heart failure (I50),GR113-067,,,,,1.2,,6.5,25.5,117.6,638.2,
Census Region 1: Northeast,2000.0,Female,Hodgkin disease (C81),GR113-038,,,,,,,,,2.1,,
Census Region 1: Northeast,2000.0,Female,Hypertensive heart and renal disease (I13),GR113-057,,,,,,,,,4.9,16.2,
Census Region 1: Northeast,2000.0,Female,Hypertensive heart disease (I11),GR113-056,,,,1.1,2.8,,5.5,13.6,35.8,171.4,
Census Region 1: Northeast,2000.0,Female,Influenza (J09-J11),GR113-077,,,,,,,,,2.7,12.4,
Census Region 1: Northeast,2000.0,Female,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,,,1.0,0.8,,,,,,
Census Region 1: Northeast,2000.0,Female,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,1.7,2.5,3.8,3.8,,2.6,1.8,2.4,,
Census Region 1: Northeast,2000.0,Female,Ischemic heart diseases (I20-I25),GR113-058,,,1.1,6.2,26.3,,106.9,352.9,1160.0,4582.1,
Census Region 1: Northeast,2000.0,Female,Leukemia (C91-C95),GR113-040,,0.8,1.0,1.9,3.3,,7.2,17.8,38.7,60.0,
Census Region 1: Northeast,2000.0,Female,Major cardiovascular diseases (I00-I78),GR113-053,,2.2,6.4,20.0,57.2,0.6,186.8,601.5,2040.1,8028.9,14.5
Census Region 1: Northeast,2000.0,Female,Malignant melanoma of skin (C43),GR113-028,,,,1.1,2.3,,2.8,5.9,9.9,11.1,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of bladder (C67),GR113-035,,,,,0.6,,2.8,8.6,20.6,45.5,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of breast (C50),GR113-029,,,2.2,10.9,33.2,,60.7,94.7,140.5,227.7,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of cervix uteri (C53),GR113-030,,,1.0,2.5,4.2,,5.6,7.1,8.1,9.9,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of esophagus (C15),GR113-021,,,,,1.3,,4.4,9.9,13.0,19.9,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of larynx (C32),GR113-026,,,,,,,1.3,3.1,3.0,,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of ovary (C56),GR113-032,,,,2.0,9.4,,20.5,37.3,54.5,53.9,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of pancreas (C25),GR113-025,,,,0.8,4.2,,17.4,42.1,74.6,98.8,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasm of stomach (C16),GR113-022,,,,0.9,1.9,,4.9,11.6,25.6,55.1,
Census Region 1: Northeast,2000.0,Female,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,,2.3,9.0,,26.9,63.6,139.2,281.4,
Census Region 1: Northeast,2000.0,Female,"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)",GR113-031,,,,0.6,2.7,,10.9,18.7,29.2,37.7,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.6,1.7,,4.9,9.3,19.0,22.4,
Census Region 1: Northeast,2000.0,Female,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,,1.1,,3.2,6.1,7.7,14.4,
Census Region 1: Northeast,2000.0,Female,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,0.5,1.7,,4.7,10.6,17.8,29.6,
Census Region 1: Northeast,2000.0,Female,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,,1.3,2.1,3.8,9.2,0.6,23.8,57.9,122.2,162.6,
Census Region 1: Northeast,2000.0,Female,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,,,1.3,3.5,0.9,7.5,13.1,16.0,12.8,
Census Region 1: Northeast,2000.0,Female,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.7,5.1,26.9,,90.8,195.8,264.9,221.7,
Census Region 1: Northeast,2000.0,Female,Malnutrition (E40-E46),GR113-048,,,,,,,,1.6,6.8,31.8,
Census Region 1: Northeast,2000.0,Female,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,1.8,8.7,4.5,4.7,4.6,1.5,6.8,8.0,15.3,16.8,
Census Region 1: Northeast,2000.0,Female,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,,1.7,,5.2,14.2,27.6,31.5,
Census Region 1: Northeast,2000.0,Female,Non-Hodgkin lymphoma (C82-C85),GR113-039,,,0.6,1.2,3.8,,10.7,24.9,53.7,69.4,
Census Region 1: Northeast,2000.0,Female,"Nontransport accidents (W00-X59,Y86)",GR113-117,3.5,2.5,4.4,7.7,6.4,1.1,7.0,16.4,50.2,186.6,6.5
Census Region 1: Northeast,2000.0,Female,Other acute ischemic heart diseases (I24),GR113-060,,,,,,,,1.7,4.4,19.3,
Census Region 1: Northeast,2000.0,Female,"Other acute lower respiratory infections (J20-J22,U04)",GR113-079,,,,,,,,,,4.7,
Census Region 1: Northeast,2000.0,Female,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,0.6,1.3,1.9,1.3,,,,,,
Census Region 1: Northeast,2000.0,Female,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,,,0.5,1.2,,1.9,3.8,9.4,17.4,
Census Region 1: Northeast,2000.0,Female,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,,,,0.8,1.3,,2.1,7.3,23.0,105.5,
Census Region 1: Northeast,2000.0,Female,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,,1.4,3.3,,7.4,16.4,23.0,19.5,
Census Region 1: Northeast,2000.0,Female,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,0.5,4.0,,25.1,99.3,244.4,438.3,
Census Region 1: Northeast,2000.0,Female,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,,,0.6,,,,,,,,
Census Region 1: Northeast,2000.0,Female,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,,0.8,,2.0,8.0,21.3,76.9,
Census Region 1: Northeast,2000.0,Female,Other diseases of circulatory system (I71-I78),GR113-072,,,,0.7,1.7,,4.5,20.0,55.8,142.2,
Census Region 1: Northeast,2000.0,Female,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,,,,1.2,3.0,,8.0,23.1,64.3,154.0,
Census Region 1: Northeast,2000.0,Female,Other disorders of circulatory system (I80-I99),GR113-075,,,,0.5,0.8,,1.6,3.5,8.5,24.0,
Census Region 1: Northeast,2000.0,Female,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,0.7,3.6,14.6,,60.7,214.2,755.7,3296.6,
Census Region 1: Northeast,2000.0,Female,Other heart diseases (I26-I51),GR113-064,,1.4,3.3,6.3,11.9,,34.2,100.6,347.3,1446.8,11.1
Census Region 1: Northeast,2000.0,Female,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,0.6,,,,,,,,,
Census Region 1: Northeast,2000.0,Female,Other nutritional deficiencies (E50-E64),GR113-049,,,,,,,,,,2.9,
Census Region 1: Northeast,2000.0,Female,Pneumonia (J12-J18),GR113-078,,,0.8,1.7,3.1,,10.1,30.4,127.8,677.0,
Census Region 1: Northeast,2000.0,Female,Renal failure (N17-N19),GR113-100,,,0.6,1.4,3.0,,11.5,36.1,93.3,252.6,
Census Region 1: Northeast,2000.0,Female,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,,2.2,3.4,5.4,6.7,,6.9,11.6,28.3,140.2,58.4
Census Region 1: Northeast,2000.0,Female,"Transport accidents (V01-V99,Y85)",GR113-113,2.0,9.3,4.9,5.1,5.1,1.9,7.7,8.6,16.1,17.4,
Census Region 1: Northeast,2000.0,Male,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,7.6,38.1,35.9,40.7,37.1,5.3,32.3,43.4,109.1,316.2,15.0
Census Region 1: Northeast,2000.0,Male,#Alzheimer disease (G30),GR113-052,,,,,,,1.1,13.2,101.0,412.3,
Census Region 1: Northeast,2000.0,Male,#Anemias (D50-D64),GR113-045,,,,,0.6,,1.0,2.8,10.5,45.8,
Census Region 1: Northeast,2000.0,Male,#Aortic aneurysm and dissection (I71),GR113-073,,,,0.9,2.3,,8.6,32.5,66.8,119.2,
Census Region 1: Northeast,2000.0,Male,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,1.9,17.8,14.6,6.5,3.9,0.6,2.7,1.8,,,6.2
Census Region 1: Northeast,2000.0,Male,#Atherosclerosis (I70),GR113-071,,,,,,,1.4,8.6,29.0,125.8,
Census Region 1: Northeast,2000.0,Male,#Cerebrovascular diseases (I60-I69),GR113-070,,0.6,1.5,4.9,13.7,,36.8,122.2,400.5,1223.1,
Census Region 1: Northeast,2000.0,Male,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,,,,,,,,,,,410.1
Census Region 1: Northeast,2000.0,Male,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,,,,3.0,7.1,23.8,
Census Region 1: Northeast,2000.0,Male,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,1.0,8.5,21.1,,27.2,35.8,37.7,35.8,
Census Region 1: Northeast,2000.0,Male,#Chronic lower respiratory diseases (J40-J47),GR113-082,,0.7,0.9,1.6,7.7,,37.5,156.5,420.2,860.0,
Census Region 1: Northeast,2000.0,Male,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,,0.5,0.9,,1.8,4.3,8.0,18.1,
Census Region 1: Northeast,2000.0,Male,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,2.2,1.3,1.4,1.3,1.7,0.9,1.8,2.2,4.0,8.8,126.6
Census Region 1: Northeast,2000.0,Male,#Diabetes mellitus (E10-E14),GR113-046,,,1.9,4.7,14.2,,38.0,96.0,188.1,334.2,
Census Region 1: Northeast,2000.0,Male,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,1.5,3.0,8.2,36.7,127.4,0.8,351.6,917.0,2413.5,6971.6,11.2
Census Region 1: Northeast,2000.0,Male,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,,,,1.4,3.9,12.7,
Census Region 1: Northeast,2000.0,Male,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,,0.8,3.1,,6.9,14.7,42.0,128.5,
Census Region 1: Northeast,2000.0,Male,#Hernia (K40-K46),GR113-092,,,,,,,,,3.8,10.4,
Census Region 1: Northeast,2000.0,Male,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,0.6,8.1,23.4,28.6,,13.6,5.8,,,
